geography,Mean.Age,Median.Age,Percentage.Age.18.to.19,Percentage.Age.20.to.24,Percentage.Age.25.to.29,Percentage.Age.30.to.44,Percentage.Age.45.to.59,Percentage.Age.60.to.64,Percentage.Age.65.to.74,Percentage.Age.75.to.84,Percentage.Age.85.to.89,Percentage.Age.90.and.over
Aberavon,41.0,41.0,2.2711808023225926,6.010614972857726,6.539851511348344,19.13265691863366,20.889722226422514,6.49448837947772,9.535330319205237,6.270696928915973,1.6738995660260385,0.8361937308151755
Cardiff Central,33.5,27.0,6.663109981043622,23.124510482763316,10.280713304652826,17.33089662531074,13.00498314358037,3.845760922619385,5.219246966412023,3.5687934889950848,1.0374927636582405,0.5720966661747846
Cardiff North,39.5,39.0,4.13441677826452,7.089679279115691,6.378101096307057,19.70855936627551,19.92418911864176,5.702839503370633,7.789908527589259,6.041037746555598,1.896406927389518,0.8069092312231881
Rhondda,40.7,41.0,2.4764286535586986,6.618661607450845,6.391571806370012,18.27497987811889,19.8401747729102,6.620098884672876,9.828101644245143,6.359951707485339,1.701736230884213,0.8580545015522594
Torfaen,39.8,40.0,2.4781772451546087,6.254623465009616,6.301474577107068,18.734280218967303,20.403659318439612,6.6171031217635745,9.196380135128472,5.576515263599151,1.4437540070030084,0.7520836415643339
Monmouth,43.8,46.0,2.1138619182401204,4.578839883916736,4.11665651535237,16.78191394074021,22.423656145127964,7.658868068742312,11.466208066114913,7.643342529229814,2.0075716861930184,1.0832049490642877
Newport East,38.5,38.0,2.893750320957223,7.081600164330099,6.502593334360396,19.303651209366816,19.638730549992296,5.602629281569352,8.315359728855338,5.585939505982643,1.3249114158065014,0.5777230010784163
Newport West,39.4,40.0,2.6580485006030377,6.460111708293814,6.052622334633083,20.167211156778023,19.144974883198092,6.206016322993876,9.040877741478436,5.56082481469772,1.5608716525567616,0.8184915867495696
Arfon,38.2,37.0,4.94279629537913,11.293810773777095,6.065408680435177,18.169811632245388,17.649777953873837,5.834282601158932,8.40473478282403,5.343965132980041,1.4131708847176134,0.7627160616116091
Aberconwy,44.6,46.0,2.14836479659665,5.138704245324825,4.729238677656652,16.867854294070725,20.485686430913763,7.861384383585926,12.005672250288043,8.685633253567314,2.33803066560312,1.1929451387042453
Clwyd West,44.3,46.0,2.068452380952381,4.9147727272727275,4.576569264069264,16.302759740259738,20.888798701298704,7.606872294372294,12.000811688311689,8.242694805194805,2.2551406926406927,1.43262987012987
Vale of Clwyd,41.9,43.0,2.485197113964642,5.731283666896387,4.9957103275622,17.6368827442652,19.749370613634127,7.379643042995177,11.24034823701495,6.8747275003164505,1.7172754250995064,0.9240376366014543
Dwyfor Meirionnydd,45.0,47.0,1.999967374104827,4.6948663153945285,4.5643627347025335,15.83660951697362,20.635878696921747,8.154842498491051,13.113978564786871,8.691538474086883,2.3197011468002153,1.150062804848208
Clwyd South,40.2,41.0,2.1513632746513283,5.750464197461922,5.973837412221307,19.71966661547697,20.325566460511805,6.896648005696017,9.473816470982422,5.649946250820199,1.4686788870429575,0.7231707827835095
Montgomeryshire,43.0,45.0,2.1182520892456767,5.142758588250051,4.482666708477712,17.01657285313348,21.37694225371988,7.914830900453127,11.528873140061775,6.99603317706455,1.8940403581116043,0.9517239216670064
Ceredigion,41.7,42.0,5.604436131819499,10.788704196412107,4.760148573535997,14.86130502357683,19.049814283080003,7.341745475619716,11.08769526619425,6.784594715629198,1.8519006348620952,0.9615131318985275
Preseli Pembrokeshire,42.6,44.0,2.2614804079021242,5.559690286863306,4.929034953712771,16.773081593481923,20.942196456317653,7.5508898377009155,11.551568804105134,7.103033151840391,1.7574784232310965,0.8604593468865473
Carmarthen West and South Pembrokeshire,43.0,45.0,2.5420879774496368,5.975070469885438,4.894101218029946,16.484781090796243,20.52419250562466,7.736171093123691,11.445861025627764,7.3534355685432775,2.020998732835088,1.0706250484884532
Carmarthen East and Dinefwr,43.6,46.0,2.1732398727584945,4.962981730146666,4.523829631506348,16.437237845902654,21.66202178870028,7.962446865411142,12.32159445992737,7.1418517580159335,1.9001773498859893,0.9880922219407143
Brecon and Radnorshire,44.8,47.0,2.0651184299897394,4.602800699452288,4.361460756969233,15.846062690579071,21.584750783993524,8.404988655577554,12.831481133575155,7.896296082200095,2.1344855990866654,1.1503388875240257
Neath,41.6,43.0,2.3303790768061456,5.614897053434493,5.940634373430693,18.942982396612333,21.151209978419903,7.041355067251184,10.255296624547022,6.2297262449273205,1.6123997339811889,0.8197722553237693
Cynon Valley,39.8,40.0,2.540898016011138,6.595892794987818,6.263777700429284,18.879800440886413,19.684708202807748,6.684360134586378,9.679197122636037,5.490776192133659,1.4459334029469777,0.761399234249913
Merthyr Tydfil and Rhymney,39.7,40.0,2.5272533900558365,6.639191704333953,7.023398032438181,18.871310821590004,20.156873172028718,6.471683063015156,9.21430470619516,5.493219888327572,1.333421962244084,0.7006115394841798
Blaenau Gwent,40.5,41.0,2.624115506918383,6.640501905062022,6.136305039103904,19.435929756209354,19.99312458819148,6.616151488240181,9.976509009654224,5.750995502334775,1.4223508178875297,0.7219182398945769
Bridgend,41.1,41.0,2.2761133299112344,5.900617229852391,6.065879583839345,20.02929650820678,20.36733314136191,6.408924167115296,9.830606087163373,6.2474177757189535,1.7052070161381192,0.8713833210221227
Ogmore,39.6,40.0,2.3053868179507075,5.891246755331959,6.298001016885654,20.46080976210228,20.682918997029624,6.620460809762102,9.51590890845353,4.970697637078862,1.106532152318767,0.4589365516872274
Pontypridd,39.3,39.0,3.0267622966102747,7.635893547464853,6.139293216820595,20.558366169871594,19.031933274496886,6.595482852490397,9.070342701587341,5.14487439247225,1.3263061069746052,0.622754788748151
Caerphilly,39.0,39.0,2.370659921821108,5.968038629570016,6.379627500574844,20.331110600137965,19.935617383306507,6.432513221430214,9.091745228788227,5.04828696252012,1.1519889629799953,0.5277075189698781
Islwyn,40.1,40.0,2.481169106726077,6.092191809887545,6.047103755569701,19.733980479524718,20.048270740504986,6.805643963505198,9.524188415022278,5.60285380861447,1.461383407596011,0.6617335030765966
Vale of Glamorgan,40.5,41.0,2.490458698699518,5.584602948850439,5.6081364533985445,18.96698146992316,20.93356389346485,6.694770446011071,9.716267790817842,5.735012738788332,1.5235386205273551,0.7111211156927547
Cardiff West,37.9,37.0,2.549792918584596,6.337680029002383,7.7647291462972525,21.324442198468585,19.45686444681248,5.473101387500412,7.50766256165753,4.757928966130928,1.3798103859294495,0.6558493633757017
Cardiff South and Penarth,36.9,34.0,2.5861988739472337,7.178819040528593,9.54632171606719,21.871481085105394,18.00939928342097,4.696849844120795,6.774929040063283,4.72849099623098,1.402447536177935,0.6579498394676841
